,name,wkn,index,de_ticker,ticker,industry,ISIN
1890,Paysign,-,NASDAQ,not_found,not_found,not_found,not_found
1891,PC Connection Inc.,912670,NASDAQ,PCC,CNXN,Handel/E-Commerce,US69318J1007
1892,PC-Tel Inc.,928717,NASDAQ,,PCTI,Netzwerktechnik,US69325Q1058
1893,PCB Bancorp,A2PNGM,NASDAQ,9UH,PCB,Finanzdienstleistungen,US69320M1099
1894,PCSB Financial Corp,A2DQ1J,NASDAQ,not_found,PCB,Finanzdienstleistungen,US69320M1099
1895,PDC Energy Inc.,A1JZ02,NASDAQ,PD3,PDCE,Öl/Gas,US69327R1014
1896,PDF Solutions Inc.,541307,NASDAQ,PD9,PDFS,Halbleiter,US6932821050
1897,PDS Biotechnology Corp.,A2PF3F,NASDAQ,EU6,PDSB,Biotechnologie,US70465T1079
1898,Peapack-Gladstone Financial Corp,570789,NASDAQ,45V,PGC,Finanzdienstleistungen,US7046991078
1899,Pegasystems Inc.,901951,NASDAQ,PEA,PEGA,Software,US7055731035
1900,Peloton Interactive Inc.,A2PR0M,NASDAQ,2ON,PTON,Freizeitprodukte,US70614W1009
1901,Penn National Gaming Inc.,905441,NASDAQ,PN1,PENN,Unterhaltung,US7075691094
1902,PennantPark Floating Rate Capital Ltd,A1JQAB,NASDAQ,22P,PFLT,Finanzdienstleistungen,US70806A1060
1903,Penns Woods Bancorp,351159,NASDAQ,not_found,PFLT,Finanzdienstleistungen,US70806A1060
1904,People's United Financial,A0MP68,NASDAQ,PP21,PBCT,Finanzdienstleistungen,US7127041058
1905,People's United Financial,-,NASDAQ,not_found,not_found,not_found,not_found
1906,Peoples Bancorp,923499,NASDAQ,not_found,PEBO,Finanzdienstleistungen,US7097891011
1907,Peoples Bancorp of North Carolina,923674,NASDAQ,,PEBK,Finanzdienstleistungen,US7105771072
1908,Peoples Financial Services Corp,A116DE,NASDAQ,not_found,PEBK,Finanzdienstleistungen,US7105771072
1909,"PepsiCo, Inc.",851995,NASDAQ,PEP,PEP,Getränke/Tabak,US7134481081
1910,Perdoceo Education Corp. ,912062,NASDAQ,not_found,,Getränke/Tabak,US7134481081
